SpMax_L,F04[C-N],C%,nO,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,Class*
4.65,1,31.3,2,3.39,2.134,9.916,5,0.991,1.145,0,0,0,1.184,0,0,0,0,2.122,0.004,0,10.961,3.936,1
4.347,1,30.8,2,3.233,2.3,9.338,4,0.998,1.147,0,0,0,1.169,0,0,0,0,2.011,0.014,0,10.535,4.098,1
4.343,0,33.3,4,3.047,1.5,9.309,4,1.09,1.139,0,0,0,1.108,0,0,0,0,2,-0.097,0,19.107,2.682,1
4.562,0,25,3,2.71,0.918,9.184,2,1.053,1.156,0,0,0,1.066,0,0,0,0,2,-0.265,0,9.449,1.521,1
4.691,0,26.7,5,3.138,1.436,9.666,5,1.086,1.153,0,0,0,1.066,0,0,0,0,2.117,0.053,0,19.412,2.428,1
4.476,0,31.3,3,2.985,1.5,9.345,4,1.032,1.143,0,0,0,1.156,0,0,0,0,2.042,-0.088,0,20.291,2.34,1
4.385,0,32.4,7,3.819,3.09,9.999,10,1.034,1.141,0,0,0,1.135,0,0,0,0,2.061,0,0,21.678,6.884,1
4.791,2,23.1,2,3.354,1.73,9.99,2,1.018,1.173,0,0,0,1.117,0,0,0,0,2.194,-0.008,0,20.829,2.395,1
4.303,0,34.8,1,3.027,1.837,9.389,1,0.979,1.135,0,0,0,1.236,0,0,0,0,2,0.042,0,10.396,3.193,1
4.499,0,46.7,0,3.185,1.125,9.311,0,0.991,1.107,0,0,0,1.323,1,0,1,0,2.136,0.043,0,0,1.481,1
4.651,2,41.7,2,3.482,1.911,9.989,3,1.007,1.125,0,0,0,1.256,1,0,0,0,2.202,-0.002,0,21.674,3.267,1
4.692,2,40.7,2,3.547,1.876,10.164,3,1.002,1.126,0,0,0,1.259,1,0,0,0,2.236,0.001,0,21.814,3.356,1
4.543,2,40.9,1,3.298,1.705,9.722,1,0.993,1.127,0,0,0,1.253,1,0,0,0,2.166,-0.008,0,10.506,2.905,1
4.653,0,36.2,1,3.874,3.355,10.213,2,0.97,1.132,0,0,0,1.236,1,0,0,0,2.214,0,0,0,8.143,1
4.562,0,42.9,2,3.025,0.875,9.54,4,1.022,1.119,0,0,0,1.209,1,0,0,0,2.17,0.047,0,0,1.14,1
4.77,0,45,1,3.217,1.185,9.882,2,0.987,1.114,0,0,0,1.294,1,0,0,0,2.236,0.014,0,10.757,1.74,1
5.072,0,36.1,4,4.22,2.972,10.799,12,0.984,1.133,0,0,0,1.22,1,0,0,0,2.351,0,0,24.843,7.668,1
4.882,0,44.4,4,3.451,1.258,10.136,8,1.053,1.116,0,0,0,1.194,1,0,0,0,2.288,0.005,0,20.766,2.011,1
4.844,0,50,3,3.716,0.625,10.35,9,1.015,1.104,0,0,0,1.266,2,0,0,0,2.286,0,0,11.622,3.405,1
4.77,0,38.5,0,3.131,1.185,9.882,0,0.964,1.128,0,0,0,1.264,1,0,0,0,2.236,0.012,0,0,1.74,1
4.675,2,33.3,0,3.343,0,9.971,0,0.967,1.141,0,0,0,1.185,2,0,0,0,2.236,0.001,0,0,2.829,1
4.645,0,45.7,3,4.173,0,10.642,12,0.993,1.107,0,0,0,1.297,3,0,0,0,2.236,0,0,0,3.604,1
4.679,0,44.4,2,3.233,1.261,9.715,4,1.011,1.116,0,0,0,1.246,1,0,0,0,2.222,0.014,0,10.219,1.695,1
4.863,0,54.5,0,4.043,0.569,10.135,0,0.984,1.087,0,0,0,1.381,2,1,0,0,2.3,0.001,1,0,2.241,1
4.481,0,33.3,2,2.566,0.929,9.053,1,1.047,1.139,0,0,0,1.127,1,0,0,0,2.136,-0.239,0,9.677,0.964,1
4.414,0,38.5,2,2.895,1.203,9.209,1,1.023,1.128,0,0,0,1.241,1,0,0,0,2.152,-0.083,0,0,1.496,1
4.303,0,33.3,2,2.709,0.862,9.067,2,1.025,1.139,0,0,0,1.166,1,0,0,0,2.115,0.137,0,10.021,0.956,1
4.875,0,35.3,3,3.12,1.233,9.856,6,1.03,1.135,0,0,0,1.19,1,0,0,0,2.288,-0.026,0,21.128,1.585,1
4.414,0,30.8,3,2.875,0.917,9.459,3,1.049,1.144,0,0,0,1.119,1,0,0,0,2.199,-0.085,0,10.009,1.101,1
4.882,0,41.2,4,3.459,1.258,10.136,4,1.069,1.127,0,0,0,1.179,1,0,0,0,2.288,0.005,0,20.641,2.011,1
4.17,0,20,2,2.533,0.971,8.597,0,1.052,1.175,0,0,0,1.032,0,0,0,0,1.848,0.441,0,9.243,1.542,1
4.414,0,27.3,2,2.915,0.917,9.459,3,1.067,1.166,0,0,0,1.127,1,0,0,0,2.199,-0.087,0,20.069,1.101,1
5.076,1,38.1,3,3.418,1.258,10.189,7,1.029,1.133,0,0,0,1.204,1,0,0,0,2.352,0.004,0,10.46,1.244,1
4.655,2,25,3,3.198,1.761,9.723,3,1.036,1.164,0,0,0,1.1,0,0,0,0,2.107,-0.028,0,20.135,2.989,1
3.414,0,33.3,0,2.631,1,7.408,0,0.997,1.132,0,0,0,1.291,0,0,1,0,1.618,-0.575,0,0,1.707,1
4.303,0,21.4,3,2.648,1.459,8.815,2,1.037,1.164,0,0,0,0.995,0,0,0,0,1.932,-0.253,0,0,1.745,1
4.303,0,23.1,2,2.913,1.459,8.815,1,1.039,1.156,0,0,0,1.09,0,0,1,0,1.932,-0.244,0,0,1.745,1
4.214,0,23.5,1,2.587,1.459,8.755,0,0.991,1.164,0,0,0,1.127,0,0,0,0,1.902,-0.223,0,0,2.052,1
3.732,0,20,2,2.616,1.585,8.16,1,1.019,1.172,0,0,0,1.024,0,0,0,0,1.802,-0.247,0,0,2.488,1
3.414,0,33.3,2,2.39,1,7.408,0,1.09,1.139,0,0,0,1.171,0,0,0,0,1.618,-0.723,0,17.611,1.707,1
4.236,0,32.1,2,3.751,3.122,10.004,2,0.974,1.141,0,0,0,1.193,0,0,0,0,2,0,0,10.334,8.008,1
4.462,0,32.3,4,3.997,3.524,10.224,5,0.984,1.141,0,0,0,1.173,0,0,0,0,2.088,0,0,11.373,9.6,1
4,0,22.2,1,2.306,0.811,8.318,0,1.022,1.171,0,0,0,1.113,0,0,0,0,1.732,-0.65,0,9.222,1,1
4.372,0,29.2,3,3.138,1.922,9.494,3,1.007,1.147,0,0,0,1.136,0,0,0,0,2.031,-0.026,0,10.251,3.412,1
4.382,0,33.3,2,3.935,3.554,10.06,4,0.973,1.138,0,0,0,1.203,0,0,0,0,2.051,0,0,11.42,9.36,1
4.17,0,33.3,2,2.57,0.971,8.597,2,1.047,1.139,0,0,0,1.147,0,0,0,0,1.848,0.444,0,9.25,1.542,1
4.346,0,33.3,2,3.048,1.975,9.16,4,0.998,1.139,0,0,0,1.181,0,0,0,0,2,0.046,0,10.346,3.165,1
4.644,0,36.8,2,3.09,1.837,9.467,6,1.004,1.131,0,0,0,1.223,0,0,0,0,2.084,0.048,0,10.532,2.732,1
4.645,4,23.1,2,3.347,2.117,9.828,2,1.018,1.173,0,0,0,1.104,0,0,0,0,2.098,-0.008,0,10.217,4.049,1
4.645,0,34.1,12,5.043,1.182,11.662,23,0.989,1.137,0,0,0,1.173,6,0,0,0,2.475,0,0,38.399,11.072,1
3.902,1,33.3,0,3.092,2.322,8.881,0,0.969,1.141,0,0,0,1.233,0,0,0,0,1.919,-0.022,0,0,4.086,1
3,0,33.3,0,2.081,0.918,6.594,0,0.998,1.152,0,0,0,1.303,0,0,0,0,1.414,0.917,0,0,1.333,1
4.362,0,33.3,2,2.997,1.906,9.059,3,1.027,1.144,0,0,0,1.205,0,0,0,0,2,-0.089,0,10.198,2.524,1
4.5,0,32,3,4.808,4.3,10.919,9,0.967,1.14,0,0,0,1.211,0,0,0,0,2.121,0,0,0,10.634,1
4.593,1,42.1,1,3.222,1.461,9.665,1,0.998,1.125,0,0,0,1.264,1,0,0,0,2.175,0.014,0,10.502,2.298,1
4.499,2,41.2,0,2.976,1.125,9.311,0,0.979,1.127,0,0,0,1.257,1,0,0,0,2.136,0.043,0,0,1.481,1
4.596,0,42.9,2,3.025,0.875,9.54,4,1.022,1.119,0,0,0,1.223,1,0,0,0,2.175,0.047,0,0,1.069,1
4.517,0,42.1,1,3.086,1.409,9.391,2,0.987,1.12,0,0,0,1.252,1,0,0,0,2.149,-0.025,0,0,2.036,1
4.607,1,38.9,1,3.105,1.187,9.631,2,0.998,1.132,0,0,0,1.227,1,0,0,0,2.194,-0.025,0,0,1.544,1
4.499,0,50,1,3.027,1.125,9.311,2,0.998,1.104,0,0,0,1.291,1,0,0,0,2.136,0.045,0,10.006,1.481,1
4.732,0,47.1,1,3.127,1.187,9.642,2,0.992,1.11,0,0,0,1.286,1,0,0,0,2.194,-0.025,0,10.645,1.659,1
5.072,0,38.1,4,3.863,2.341,10.435,12,1.001,1.129,0,0,0,1.206,1,0,0,0,2.351,0,0,23.889,4.023,1
5.075,0,36.4,4,4.159,2.681,10.794,14,0.986,1.132,0,0,0,1.21,1,0,0,0,2.357,0,0,25.14,5.828,1
4.842,1,41.2,4,3.483,1.258,10.136,8,1.069,1.127,0,1,0,1.199,1,0,0,0,2.278,0.005,0,30.593,2.113,1
5.021,0,38.9,5,3.45,1.124,10.277,10,1.072,1.127,0,0,0,1.147,1,0,0,0,2.343,0.005,0,10.313,1.623,1
4.499,2,53.8,0,3.047,1.125,9.311,0,0.99,1.102,0,0,0,1.337,1,0,0,0,2.136,0.046,0,0,1.481,1
4.414,1,30,0,2.736,0.802,9.183,0,0.97,1.149,0,0,0,1.165,1,0,0,0,2.101,-0.064,0,0,0.975,1
5.099,0,35.1,2,3.533,1.938,10.469,3,0.983,1.135,0,0,0,1.209,1,0,0,0,2.236,-0.001,0,10.55,3.879,1
4.791,0,45,1,3.211,1.461,9.725,3,0.987,1.114,0,0,0,1.29,1,0,0,0,2.231,0.014,0,0,1.917,1
4.842,0,54.5,0,3.414,0,9.955,0,0.974,1.094,0,0,0,1.336,2,0,0,0,2.278,-0.002,0,0,2.113,1
4.303,0,30,3,2.745,0.862,9.067,2,1.075,1.146,0,0,0,1.101,1,0,0,0,2.115,0.153,0,9.799,0.956,1
4.414,0,41.7,1,2.898,0.802,9.183,2,1.016,1.128,0,0,0,1.25,1,0,0,0,2.101,-0.082,0,10.214,0.975,1
4,0,29.4,0,2.585,0,8.623,0,0.972,1.151,0,0,0,1.138,1,0,0,0,2,0.112,0,0,0.667,1
4.918,6,21.7,2,3.482,1.116,10.266,4,1.045,1.184,0,0,0,1.136,3,0,0,0,2.376,0.001,0,20.532,1.651,1
4.983,0,23.1,6,3.342,1.792,10.074,8,1.044,1.16,0,0,0,1.011,0,0,0,0,2.247,-0.008,0,0,2.666,1
4.383,0,32.6,2,4.136,3.882,10.272,4,0.97,1.14,0,0,0,1.199,0,0,0,0,2.058,0,0,11.783,11.382,1
3.956,0,31.9,0,3.413,2.974,9.377,0,0.96,1.141,0,0,0,1.208,0,0,0,0,1.962,0.001,0,0,6.102,1
3.848,2,25,0,2.824,2,8.584,0,0.975,1.163,0,0,0,1.134,0,0,0,0,1.879,-0.07,0,0,3.284,1
3.802,0,22.2,2,2.753,1.95,8.394,0,1.01,1.166,0,0,0,1.058,0,0,0,0,1.848,0.141,0,0,2.885,1
4.399,0,32.6,4,4.632,4.491,10.776,8,0.974,1.138,0,0,0,1.206,0,0,0,0,2.08,0,0,23.914,17.537,1
4.334,0,33.3,2,2.838,1.557,8.944,3,1.013,1.139,0,0,0,1.178,0,0,0,0,1.97,0.15,0,10.072,2.195,1
4.347,0,33.3,2,3.371,2.565,9.489,4,0.985,1.139,0,0,0,1.195,0,0,0,0,2.015,0.004,0,10.607,4.993,1
4.414,0,44.4,3,2.954,0.917,9.459,4,1.096,1.116,0,0,0,1.183,1,0,0,0,2.199,-0.091,0,19.847,1.101,1
4.17,0,33.3,0,2.499,0.971,8.597,0,0.979,1.145,0,0,0,1.271,0,0,0,0,1.848,0.368,0,0,1.542,1
4,0,50,0,2.72,0,8.623,0,0.971,1.104,0,0,0,1.316,1,0,0,0,2,0.13,0,0,0.667,1
4.499,0,43.8,1,2.99,1.125,9.311,2,0.991,1.117,0,0,0,1.253,1,0,0,0,2.136,0.045,0,0,1.481,1
4.783,2,38.9,1,3.105,1.187,9.668,2,0.998,1.132,0,0,0,1.23,1,0,0,0,2.222,-0.025,0,0,1.358,1
5.31,0,58.3,2,3.745,0.625,10.681,8,1.008,1.087,0,0,0,1.312,6,0,0,0,2.499,0,0,24.203,1.262,1
4.977,0,32.4,6,4.201,3.866,10.735,9,0.992,1.14,0,0,0,1.166,1,0,0,0,2.361,0,0,11.747,10.593,1
4.977,0,31.4,6,4.127,3.706,10.694,9,0.993,1.143,0,0,0,1.153,1,0,0,0,2.361,0,0,11.724,9.639,1
4.825,0,46.7,0,3.642,1.185,9.902,0,1.034,1.1,0,0,0,1.359,1,0,1,0,2.263,0.014,0,0,1.476,0
4.562,6,35.1,0,3.526,0,10.054,0,0.974,1.139,0,0,0,1.209,2,0,0,0,2.194,0,0,0,4.13,0
4.982,0,42.1,3,3.339,0.762,10.226,8,1.027,1.12,0,0,0,1.204,3,0,0,0,2.424,0.004,0,21.884,1.027,0
6.316,0,31.6,2,4.645,1.747,12.353,2,1.291,1.348,0,0,1,0.906,0,0,0,0,2.69,0,0,9.855,5.094,0
6.33,0,31.8,2,4.795,1.824,12.519,2,1.292,1.35,0,0,1,0.906,0,0,0,0,2.7,0,0,9.894,5.891,0
5.236,0,50,0,4.045,0.799,10.434,0,1.133,1.076,0,0,0,1.408,1,0,1,0,2.414,0.004,0,0,0.873,0
5.522,0,36.7,1,3.769,1.131,11.278,4,0.971,1.131,0,0,0,1.265,1,0,0,0,2.491,0,0,0,1.648,0
4,0,40,0,3.301,0,9.314,0,0.965,1.125,0,0,0,1.274,1,0,0,0,2,0.004,0,0,1.244,0
5.511,0,30.9,4,3.844,1.702,11.324,14,0.988,1.144,0,0,0,1.185,1,0,0,0,2.455,0,0,0,2.753,0
5.798,0,53.3,0,4.75,0,11.103,0,0.97,1.085,0,0,0,1.455,4,0,0,0,2.562,0,0,0,1.471,0
5.451,9,39.2,3,4.167,1.07,11.333,7,1,1.131,0,1,0,1.256,2,0,0,0,2.461,0,0,22.251,4.053,0
5.449,0,37.5,0,3.705,1.162,11.208,0,0.964,1.13,0,0,0,1.28,1,0,0,0,2.449,0,0,0,1.726,0
4.88,0,54.5,0,4.426,0.673,10.289,0,0.994,1.08,0,0,0,1.425,2,1,0,0,2.316,-0.001,1,0,2.38,0
5.495,0,38.7,2,4.274,1.059,11.72,8,0.975,1.127,0,0,0,1.271,2,0,0,0,2.494,0,0,0,3.879,0
5.87,0,48.3,1,4.278,0.953,11.16,4,1.039,1.098,0,0,1,1.34,2,0,1,0,2.52,0,0,0,2.321,0
5.998,0,44.4,1,4.308,0.749,11.637,3,1.054,1.103,0,0,0,1.332,15,0,1,0,2.859,0,0,0,1.117,0
5.997,0,46.2,0,4.268,0.76,11.555,0,1.043,1.099,0,0,0,1.378,10,0,1,0,2.824,0,0,0,1.013,0
5.995,0,41.7,0,4.378,0.752,11.528,0,1.074,1.102,0,0,0,1.373,6,0,1,0,2.805,0,0,0,1.076,0
5.494,0,42.6,1,3.914,1.061,11.182,4,0.975,1.119,0,0,0,1.288,2,0,0,0,2.483,0,0,0,2.176,0
5.029,7,38.8,0,4.128,0,10.839,0,0.979,1.119,0,0,0,1.308,5,0,0,0,2.418,0,0,0,3.219,0
5.292,0,28.6,1,4.256,1.907,10.8,2,1.1,1.127,0,0,2,1.321,0,0,1,0,2.255,0.001,0,0,4.275,0
4.912,0,50,0,3.588,0.881,9.863,0,1.052,1.09,0,0,0,1.388,1,0,1,0,2.264,-0.025,0,0,0.95,0
5.027,0,50,0,3.764,0.861,10.084,0,1.079,1.085,0,0,0,1.398,1,0,1,0,2.318,0.014,0,0,0.984,0
4.935,0,50,0,3.764,0.861,10.06,0,1.079,1.085,0,0,0,1.399,1,0,1,0,2.303,0.014,0,0,1.047,0
5.119,0,50,0,3.915,0.832,10.265,0,1.106,1.08,0,0,0,1.405,1,0,1,0,2.365,-0.008,0,0,0.952,0
5.035,1,48,3,4.145,0.954,10.713,8,1.064,1.105,0,1,0,1.308,2,0,1,0,2.368,0,0,21.048,3.414,0
5.149,0,40,1,3.783,0.447,10.642,4,0.974,1.125,0,0,0,1.238,3,0,0,0,2.411,0,0,0,2.814,0
4.675,0,52,0,3.478,0,9.971,0,0.972,1.1,0,0,0,1.336,2,0,0,0,2.236,0.001,0,0,2.829,0
5.109,2,44.8,0,4.178,0.749,10.817,0,1.028,1.113,0,0,0,1.336,2,0,1,0,2.398,0,0,0,3.174,0
5.045,4,53.3,0,3.772,0,10.481,0,0.98,1.1,0,0,0,1.338,4,0,0,1,2.385,0,0,0,2.901,0
4.461,8,25.7,0,3.242,2.117,9.797,0,0.975,1.161,0,0,0,1.182,0,0,0,0,2.084,-0.007,0,0,3.798,0
4,0,16.7,0,2.197,0.811,8.318,0,0.988,1.187,1,0,0,1.104,0,0,0,0,1.732,-0.572,0,0,1,0
5.382,0,20,4,3.855,1.352,10.182,6,1.086,1.162,0,0,0,1.154,0,1,0,0,2.264,0.051,0,19.844,1.459,0
3,0,22.2,1,1.926,0.918,6.594,0,0.998,1.162,0,0,0,1.102,0,0,0,0,1.414,0.861,0,0,1.333,0
4.414,0,28.6,1,2.72,1.379,9.222,0,0.977,1.148,0,0,0,1.18,0,0,0,0,2,0.124,0,0,2.133,0
3.879,0,26.1,3,2.995,2.281,8.743,0,1.007,1.154,0,0,0,1.107,0,0,0,0,1.902,0.047,0,0,3.685,0
3.414,0,20,0,2.78,1,7.408,0,0.98,1.109,0,0,0,1.396,0,0,0,0,1.618,-0.501,0,0,1.707,0
4.732,0,28.6,4,3.327,0.827,10.09,8,1.014,1.149,0,0,0,1.118,1,0,0,0,2.236,0.004,0,0,1.026,0
4.17,0,22.2,1,4.279,0.971,8.597,0,1.029,1.14,0,0,0,1.495,0,0,0,0,1.848,0.396,0,9.583,1.542,0
5.248,0,33.3,0,3.388,1.792,10.573,0,0.998,1.152,0,0,0,1.257,0,0,0,0,2.247,-0.008,0,0,3.06,0
3.414,0,28.6,0,2.634,1,7.408,0,1.009,1.119,0,0,0,1.384,0,0,0,0,1.618,-0.642,0,0,1.707,0
3,0,11.1,0,1.922,0.918,6.594,0,0.997,1.203,1,0,0,1.033,0,0,0,0,1.414,0.852,0,0,1.333,0
4.641,0,47.4,0,3.37,1.261,9.714,0,0.986,1.106,0,0,0,1.331,1,0,1,0,2.214,0.013,0,0,1.783,0
5.325,0,53.3,3,4.054,0.789,10.761,8,1.136,1.082,0,0,0,1.322,3,0,1,0,2.534,0,0,22.449,1.13,0
4.783,0,46.7,0,3.439,1.187,9.668,0,1.012,1.103,0,0,0,1.346,1,0,1,0,2.222,-0.025,0,0,1.358,0
4.912,1,40,0,3.087,0.881,9.863,0,0.976,1.129,0,0,0,1.285,1,0,0,0,2.264,-0.024,0,0,0.95,0
4.732,2,37.5,0,2.997,0.875,9.579,0,0.991,1.14,0,0,0,1.25,1,0,0,0,2.194,0.045,0,0,0.854,0
4.596,2,41.2,0,2.984,0.875,9.54,0,0.979,1.127,0,0,0,1.291,1,0,0,0,2.175,0.043,0,0,1.069,0
4.562,1,42.9,0,3.202,0.875,9.54,0,1.005,1.121,0,0,0,1.308,1,0,1,0,2.17,0.045,0,0,1.14,0
5.029,2,40,2,3.356,1.16,10.122,4,1.015,1.129,0,1,0,1.26,1,0,0,0,2.318,-0.008,0,20.759,1.572,0
4.782,1,41.2,2,3.507,1.273,9.947,4,1.043,1.124,0,1,0,1.26,1,0,1,0,2.251,-0.008,0,20.346,1.951,0
5.004,3,37.5,0,3.71,1.16,10.116,0,1.052,1.13,1,0,0,1.319,1,0,1,0,2.327,-0.008,0,0,1.268,0
5.318,0,40,1,3.272,1.16,10.388,2,0.981,1.125,0,0,0,1.263,1,0,0,0,2.318,-0.007,0,0,1.782,0
4.807,0,42.1,1,3.1,0.881,9.833,3,0.987,1.12,0,0,0,1.275,1,0,0,0,2.246,-0.024,0,0,1.06,0
4.642,1,38.9,1,3.105,1.187,9.631,2,0.998,1.132,0,0,0,1.231,1,0,0,0,2.2,-0.025,0,0,1.487,0
4.965,1,40,3,3.528,1.16,10.099,6,1.078,1.127,0,1,0,1.237,1,0,1,0,2.305,-0.008,0,20.322,1.553,0
5.365,0,39.1,2,3.287,1.455,10.315,5,0.998,1.127,0,0,0,1.217,1,0,0,0,2.315,-0.008,0,0,1.897,0
4.783,2,53.8,0,3.333,1.187,9.668,0,1.015,1.098,0,0,0,1.363,1,0,1,0,2.222,-0.026,0,0,1.358,0
4,0,40,0,2.914,0,8.908,0,0.965,1.125,0,0,0,1.295,1,0,0,0,2,0.039,0,0,0.854,0
4.679,4,28.6,0,3.084,1.261,9.715,0,0.974,1.154,0,0,0,1.159,1,0,0,0,2.222,0.012,0,0,1.695,0
4.825,0,33.3,2,3.15,1.185,9.902,4,0.993,1.139,0,0,0,1.177,1,0,0,0,2.263,0.013,0,0,1.476,0
5.509,0,48,0,3.897,0.648,10.62,0,0.989,1.084,0,0,0,1.449,2,0,1,0,2.404,0,0,0,2.451,0
5.2,6,45.5,4,3.793,1.125,10.598,8,1.058,1.121,0,2,0,1.262,3,0,0,0,2.441,0,0,42.927,1.832,0
5.103,0,55.6,2,3.46,0.73,10.265,6,1.017,1.092,0,0,0,1.294,3,0,0,0,2.393,-0.002,0,22.384,1.026,0
4.803,6,42.2,2,4.134,0.477,10.907,6,1.003,1.127,0,0,0,1.215,4,0,0,0,2.356,0,0,23.374,5.207,0
4.303,0,33.3,0,2.741,0.862,9.067,0,0.998,1.152,0,0,0,1.289,1,0,0,1,2.115,0.137,0,0,0.956,0
4.499,0,46.7,0,3.013,1.125,9.311,0,0.984,1.116,0,0,0,1.299,1,0,0,0,2.136,0.045,0,0,1.481,0
5.361,2,28.9,4,3.764,1.591,10.691,16,1.003,1.151,0,0,0,1.132,2,0,0,0,2.407,0,0,0,3.261,0
5.336,4,58.3,2,4.113,1.013,10.917,6,1.037,1.07,0,0,0,1.377,6,0,0,0,2.526,0,0,24.788,1.706,0
4.499,0,28.6,1,2.889,1.125,9.311,0,0.987,1.152,0,0,0,1.131,1,0,0,0,2.136,0.041,0,0,1.481,0
4.517,3,25,0,2.994,1.409,9.391,0,0.984,1.166,0,0,0,1.129,1,0,0,0,2.149,-0.023,0,0,2.036,0
4.982,2,40,2,3.329,0.762,10.226,6,1.015,1.129,0,0,0,1.216,3,0,0,0,2.424,0.004,0,22.106,1.027,0
4.596,0,45.5,0,3.382,0.875,9.54,0,1.047,1.111,0,0,0,1.35,1,0,1,0,2.175,0.047,0,0,1.069,0
4.651,0,33.3,1,3.349,0.906,9.773,2,1.05,1.117,0,0,0,1.331,1,0,1,0,2.278,0.046,0,10.529,1.017,0
4.923,2,46.7,1,3.395,0.664,10.037,2,1.018,1.097,0,0,0,1.327,3,0,0,0,2.376,-0.008,0,10.934,1.057,0
3.414,0,25,0,2.889,1,7.408,0,1.037,1.142,0,0,0,1.28,0,0,0,0,1.618,-0.57,0,0,1.707,0
4.923,0,41.7,0,3.164,1.185,9.911,0,0.966,1.121,0,0,0,1.299,1,0,0,0,2.267,0.012,0,0,1.563,0
5.313,3,31.6,2,3.492,1.16,10.388,4,1.031,1.136,0,0,0,1.244,1,0,0,0,2.311,-0.008,0,21.362,1.833,0
5.072,0,50,3,3.72,0.703,10.481,9,1.015,1.104,0,0,0,1.267,2,0,0,0,2.363,0,0,11.937,2.723,0
4.912,0,48.1,2,3.633,0.648,10.338,6,0.998,1.108,0,0,0,1.281,2,0,0,0,2.314,0,0,0,2.863,0
5.125,0,30.8,0,2.821,1.299,10.01,0,0.96,1.144,0,0,0,1.246,0,0,0,0,2.149,-0.062,0,0,2.097,0
5,0,20,0,3.4,0.722,9.657,0,1.212,1.121,0,0,0,1.407,0,0,0,0,2,0.42,0,0,0.8,0
5.646,0,25,0,3.827,0.811,10.505,0,1.199,1.114,0,0,2,1.392,0,0,0,0,2.303,-0.086,0,0,1.411,0
5.646,0,25,0,4.249,0.811,10.505,0,1.27,1.286,0,0,2,1.138,0,1,0,0,2.303,-0.098,0,0,1.411,0
4.523,0,28.6,0,2.939,1.837,9.454,0,0.966,1.151,0,0,0,1.173,0,0,0,0,2.074,0.038,0,0,2.57,0
4.343,2,16.7,2,3.044,1.5,9.309,0,1.088,1.201,0,0,0,1.095,0,0,0,0,2,-0.099,0,19.316,2.682,0
4.737,4,24.1,2,3.693,2.074,10.071,2,1.014,1.146,0,0,0,1.233,0,0,0,0,2.175,-0.002,0,21.065,3.255,0
5.262,0,27.7,7,4.111,3.113,10.545,12,0.999,1.146,0,0,0,1.156,0,0,0,0,2.258,0,0,12.646,4.518,0
5.333,0,30.2,0,4.471,2.205,10.331,0,0.957,1.134,0,0,0,1.366,0,0,0,0,2.303,0,0,0,1.951,0
4.732,0,47.4,0,3.102,1.187,9.642,0,0.969,1.109,0,0,0,1.324,1,0,0,0,2.194,-0.024,0,0,1.659,0
4.912,0,42.9,0,3.075,0.881,9.863,0,0.967,1.119,0,0,0,1.32,1,0,0,0,2.264,-0.023,0,0,0.95,0
4.828,0,45.5,0,3.188,1.261,9.749,0,0.968,1.113,0,0,0,1.31,1,0,0,0,2.247,0.013,0,0,1.436,0
4.641,0,41.7,0,3.157,1.261,9.714,0,0.966,1.121,0,0,0,1.279,1,0,0,0,2.214,0.012,0,0,1.783,0
4.679,0,41.7,0,3.157,1.261,9.715,0,0.966,1.121,0,0,0,1.283,1,0,0,0,2.222,0.012,0,0,1.695,0
4.828,0,50,0,3.219,1.261,9.749,0,0.971,1.104,0,0,0,1.335,1,0,0,0,2.247,0.013,0,0,1.436,0
4.732,0,50,0,3.844,1.187,9.642,0,0.985,1.094,0,0,0,1.395,1,1,0,0,2.194,-0.024,1,0,1.659,0
4.517,0,50,0,3.84,1.409,9.391,0,0.985,1.094,0,0,0,1.389,1,1,0,0,2.149,-0.024,1,0,2.036,0
4.596,0,50,0,3.373,0.875,9.54,0,1.025,1.094,0,0,0,1.377,1,0,1,0,2.175,0.045,0,0,1.069,0
4.562,0,50,0,3.373,0.875,9.54,0,1.025,1.094,0,0,0,1.372,1,0,1,0,2.17,0.045,0,0,1.14,0
4.732,0,50,0,3.373,0.875,9.579,0,1.025,1.094,0,0,0,1.374,1,0,1,0,2.194,0.045,0,0,0.854,0
4.562,0,50,0,4.225,0.875,9.54,0,1.009,1.077,0,0,0,1.482,1,1,0,0,2.17,0.043,1,0,1.14,0
4.807,0,46.7,0,3.444,0.881,9.833,0,1.012,1.103,0,0,0,1.366,1,0,1,0,2.246,-0.025,0,0,1.06,0
4.912,0,46.7,0,3.444,0.881,9.863,0,1.012,1.103,0,0,0,1.365,1,0,1,0,2.264,-0.025,0,0,0.95,0
4.642,2,40,0,3.08,1.187,9.631,0,0.976,1.129,0,0,0,1.275,1,0,0,0,2.2,-0.024,0,0,1.487,0
4.675,2,50,0,3.486,0,9.971,0,0.98,1.107,0,0,0,1.315,2,0,0,1,2.236,0.001,0,0,2.829,0
4.807,1,42.9,0,3.453,0.881,9.833,0,1.029,1.117,0,0,0,1.332,1,0,1,0,2.246,-0.025,0,0,1.06,0
4.807,1,42.9,0,3.453,0.881,9.833,0,1.029,1.117,0,0,0,1.334,1,0,1,0,2.246,-0.025,0,0,1.06,0
4.649,7,46.2,0,3.639,0.521,10.185,0,0.994,1.121,0,0,0,1.285,2,0,0,0,2.236,0,0,0,3.626,0
